sim_id,final_balance,total_return_pct,total_trades,win_rate,max_drawdown_pct,sharpe_ratio
2004,13408518.88847598,1340751.888847598,1255,0.5912350597609561,10.256283236686077,15.52823582888036
2005,6603663.694441424,660266.3694441424,1257,0.5751789976133651,12.22876617444766,14.3038005493767
2006,18434242.703101713,1843324.2703101714,1279,0.5942142298670836,12.732601393373239,15.910934202887955
2007,8094888.879574389,809388.887957439,1271,0.5774980330448466,12.543338046919198,14.561042258212066
2008,11338299.555639734,1133729.9555639734,1291,0.5817195972114639,10.000327249209658,15.002914514158498
2009,11852916.016962135,1185191.6016962135,1243,0.5905068382944489,8.766207741326573,15.397378060400824
2010,11568016.736845117,1156701.6736845116,1279,0.5840500390930414,14.343665094412758,15.11398723614025
2011,18015695.155436087,1801469.5155436085,1257,0.5974542561654733,11.97843586012505,16.028088072517207
2012,14301957.621825393,1430095.7621825393,1245,0.5943775100401606,9.676608450129148,15.710763346464319
2013,10501150.680807453,1050015.0680807452,1294,0.5795981452859351,10.771441144486507,14.855186116484731
2014,11240469.678290805,1123946.9678290805,1239,0.5899919289749799,8.766207741326578,15.33277931447927
2015,5779281.597835631,577828.1597835631,1251,0.5731414868105515,10.771441144486497,14.115107058578078
2016,11273214.055643113,1127221.4055643114,1273,0.584446190102121,12.543338046919224,15.109247053611272
2017,3873830.206359439,387283.0206359439,1233,0.5669099756690997,9.5478955272841,13.546664187558068
2018,11870528.720861288,1186952.872086129,1285,0.5836575875486382,10.450495956203724,15.11880647265689
2019,7843790.400333176,784279.0400333176,1297,0.5728604471858134,11.217752822509585,14.350608550520514
2020,10516115.063501343,1051511.5063501343,1286,0.5808709175738724,12.856782494622571,14.907908549392973
2021,18408010.861702435,1840701.0861702433,1287,0.5928515928515928,8.30757205446485,15.852688199197946
2022,14149594.203184793,1414859.4203184794,1280,0.58828125,11.217752822509594,15.450230226026077
2023,19833686.67556209,1983268.667556209,1321,0.5889477668433005,10.322885840960918,15.748789001366939
2024,14996464.916247949,1499546.491624795,1331,0.5815176558978212,16.226311202753262,15.217598285960245
2025,11990175.886184644,1198917.5886184645,1279,0.584831899921814,8.766207741326584,15.174842601049779
2026,5787517.20783254,578651.720783254,1243,0.5744167337087691,19.69458902979151,14.166250028012296
2027,13918496.02048877,1391749.602048877,1297,0.5851966075558982,8.766207741326566,15.309861741983402
2028,11322165.208247792,1132116.5208247793,1299,0.5804464973056197,20.38264284568166,14.94996630299589
2029,25196673.24089119,2519567.3240891187,1235,0.6089068825910932,9.093189414166378,16.79059903678768
2030,11128303.656150967,1112730.3656150966,1245,0.5887550200803213,11.661832097404163,15.274144619815162
2031,5787517.207832523,578651.7207832523,1243,0.5744167337087691,13.603422386120858,14.166250028012296
2032,17886790.159074783,1788579.0159074783,1247,0.599037690457097,10.577924482847632,16.08863351017523
2033,20526988.445520848,2052598.8445520848,1279,0.596559812353401,15.077565430329345,16.09670799020526
2034,3339613.8500675997,333861.38500675996,1236,0.5631067961165048,10.832237803569956,13.27992607849484
2035,10813864.775510285,1081286.4775510284,1255,0.5864541832669322,13.60342238612087,15.157101563170038
2036,26137177.922035046,2613617.7922035046,1306,0.5972434915773354,12.10369013541119,16.32057897338765
2037,14644204.149672993,1464320.4149672992,1238,0.5961227786752827,11.978435860125071,15.802497549460956
2038,7048911.4428685,704791.14428685,1268,0.5749211356466877,10.000327249209631,14.346538668409616
2039,41529986.69298349,4152898.669298349,1272,0.6132075471698113,12.353664230863895,17.389487857300796
2040,10531741.363436095,1053074.1363436095,1328,0.5745481927710844,15.559911557579746,14.652881980722682
2041,3451644.192805801,345064.4192805801,1252,0.5615015974440895,10.577924482847633,13.245709191423048
2042,5804376.70328157,580337.670328157,1277,0.5693030540328896,15.07756543032934,13.968115711768615
2043,27979031.626293715,2797803.1626293715,1301,0.5995388162951576,13.913067494325063,16.47358651284258
